"HabID","HabName","HabType","HabSchematicTemplateName","FactionID","FactionName","InEarthLEO","StaticHab","HasHabSite","HabSiteID","OrbitBodyName","HabLevel","MCCost"
"25154","Afanasiy Nikitin Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4803",,"1","2"
"21062","Amelia Earhart Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4884",,"2","3"
"20775","Arnarson Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4569",,"1","2"
"22733","Cabeza de Vaca Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4653",,"1","2"
"24346","Carpini Base","Base","ResearchHabSchematic","4091","the Initiative","False","False","True","4165",,"2","3"
"22293","De Soto Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4905",,"2","3"
"24373","Dom Henrique Station","Station","MissionControlHabSchematic","4091","the Initiative","True","False","False",,"Earth","1","2"
"20514","Erik the Red Base","Base","OperationsHabSchematic","4091","the Initiative","False","False","True","4677",,"1","2"
"24927","Eudoxus Station","Station","ShipbuildingHabSchematic","4091","the Initiative","False","False","False",,"2212 Hephaistos","1","2"
"20257","Gan Ying Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4528",,"2","3"
"21011","Gardar Svavarsson Station","Station","OperationsHabSchematic","4091","the Initiative","False","False","False",,"Comet Encke","1","2"
"18472","Henry Hudson Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4629",,"2","3"
"18085","Lewis and Clark Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4638",,"1","2"
"18826","Naddoddur Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4806",,"2","3"
"19027","Saint Brendan Base","Base","StrongholdHabSchematic","4091","the Initiative","False","False","True","4516",,"2","3"
"25843","Scylax Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4752",,"1","2"
"24584","Sebastian Cabot Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4587",,"1","2"
"25573","William Barentsz Base","Base","LEOHabSchematic","4091","the Initiative","False","False","True","4886",,"2","3"
"19593","Xu Fu Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4617",,"2","3"
"9082","Xuanzang Base","Base","ResearchHabSchematic","4091","the Initiative","False","False","True","4134",,"2","3"
"21530","Yaqut al-Hamawi Station","Station","InfluenceHabSchematic","4091","the Initiative","False","False","False",,"Mars","1","2"
"23666","Yermak Timofeyevich Base","Base","StrongholdHabSchematic","4091","the Initiative","False","False","True","4546",,"2","3"
